0,-36.013798,-36.013798,62.835152,62.835152,6.325312,6.325312
1,-36.048019,-36.048019,62.792141,62.792141,6.38944,6.38944
2,-36.10054,-36.10054,62.755703,62.755703,6.461264,6.461264
3,-36.155571,-36.155571,62.719273,62.719273,6.528371,6.528371
4,-36.229118,-36.229118,62.676239,62.676239,6.602878,6.602878
5,-36.288837,-36.288837,62.647614,62.647614,6.648499,6.648499
6,-36.372158,-36.372158,62.597031,62.597031,6.744056,6.744056
7,-36.437923,-36.437923,62.555573,62.555573,6.82105,6.82105
8,-36.520298,-36.520298,62.498634,62.498634,6.950263,6.950263
9,-36.588051,-36.588051,62.427956,62.427956,7.084558,7.084558
10,-36.668098,-36.668098,62.357285,62.357285,7.265992,7.265992
11,-36.75164,-36.75164,62.274361,62.274361,7.469506,7.469506
12,-36.843239,-36.843239,62.183571,62.183571,7.698415,7.698415
13,-36.955078,-36.955078,62.06979,62.06979,7.967389,7.967389
14,-37.061386,-37.061386,61.984589,61.984589,8.204374,8.204374
15,-37.224083,-37.224083,61.817913,61.817913,8.559532,8.559532
16,-37.383831,-37.383831,61.640724,61.640724,8.920712,8.920712
17,-37.536533,-37.536533,61.423447,61.423447,9.336169,9.336169
18,-37.680656,-37.680656,61.196678,61.196678,9.769166,9.769166
19,-37.817921,-37.817921,60.915733,60.915733,10.307387,10.307387
20,-37.90205,-37.90205,60.692242,60.692242,10.750632,10.750632
21,-38.065445,-38.065445,60.373844,60.373844,11.378919,11.378919
22,-38.208088,-38.208088,60.110889,60.110889,11.901307,11.901307
23,-38.426182,-38.426182,59.768124,59.768124,12.581866,12.581866
24,-38.705284,-38.705284,59.39637,59.39637,13.298524,13.298524
25,-38.989902,-38.989902,59.020107,59.020107,14.020324,14.020324
26,-39.304829,-39.304829,58.62878,58.62878,14.761424,14.761424
27,-39.616386,-39.616386,58.239014,58.239014,15.497066,15.497066
28,-39.919075,-39.919075,57.820705,57.820705,16.252785,16.252785
29,-40.185513,-40.185513,57.488464,57.488464,16.858509,16.858509
30,-40.46397,-40.46397,56.991364,56.991364,17.70031,17.70031
31,-40.709923,-40.709923,56.467018,56.467018,18.554804,18.554804
32,-40.926903,-40.926903,55.879166,55.879166,19.513533,19.513533
33,-41.104256,-41.104256,55.274864,55.274864,20.481672,20.481672
34,-41.236347,-41.236347,54.612167,54.612167,21.545279,21.545279
35,-41.27018,-41.27018,54.12114,54.12114,22.309765,22.309765
36,-41.336983,-41.336983,53.471928,53.471928,23.364136,23.364136
37,-41.36351,-41.36351,52.994732,52.994732,24.139233,24.139233
38,-41.422554,-41.422554,52.421284,52.421284,25.12604,25.12604
39,-41.50071,-41.50071,51.848091,51.848091,26.157627,26.157627
40,-41.555161,-41.555161,51.299747,51.299747,27.182795,27.182795
41,-41.599953,-41.599953,50.750599,50.750599,28.235552,28.235552
42,-41.613216,-41.613216,50.217129,50.217129,29.282663,29.282663
43,-41.594921,-41.594921,49.687206,49.687206,30.361752,30.361752
44,-41.547935,-41.547935,49.224152,49.224152,31.286644,31.286644
45,-41.486298,-41.486298,48.754856,48.754856,32.358448,32.358448
46,-41.407387,-41.407387,48.306976,48.306976,33.445084,33.445084
47,-41.36702,-41.36702,47.897255,47.897255,34.500744,34.500744
48,-41.310154,-41.310154,47.5182,47.5182,35.537331,35.537331
49,-41.283516,-41.283516,47.111683,47.111683,36.629917,36.629917
50,-41.258411,-41.258411,46.843174,46.843174,37.405098,37.405098
51,-41.2542,-41.2542,46.404366,46.404366,38.473099,38.473099
52,-41.240093,-41.240093,46.056664,46.056664,39.2897,39.2897
53,-41.233532,-41.233532,45.581669,45.581669,40.318592,40.318592
54,-41.2435,-41.2435,45.102043,45.102043,41.353352,41.353352
55,-41.226963,-41.226963,44.620922,44.620922,42.38266,42.38266
56,-41.225327,-41.225327,44.186554,44.186554,43.37524,43.37524
57,-41.202244,-41.202244,43.773224,43.773224,44.335529,44.335529
58,-41.167305,-41.167305,43.406517,43.406517,45.236454,45.236454
59,-41.113884,-41.113884,43.109612,43.109612,45.993378,45.993378
60,-41.06913,-41.06913,42.785606,42.785606,46.764053,46.764053
61,-41.016964,-41.016964,42.454956,42.454956,47.520401,47.520401
62,-41.007957,-41.007957,42.152218,42.152218,48.268749,48.268749
63,-40.974361,-40.974361,41.845589,41.845589,49.011723,49.011723
64,-40.945549,-40.945549,41.567261,41.567261,49.760658,49.760658
65,-40.900429,-40.900429,41.39447,41.39447,50.261585,50.261585
66,-40.860092,-40.860092,41.155525,41.155525,50.899117,50.899117
67,-40.800068,-40.800068,40.971565,40.971565,51.331226,51.331226
68,-40.742039,-40.742039,40.729622,40.729622,51.838245,51.838245
69,-40.693302,-40.693302,40.476692,40.476692,52.312199,52.312199
70,-40.637218,-40.637218,40.227528,40.227528,52.759686,52.759686
71,-40.582455,-40.582455,40.026577,40.026577,53.152279,53.152279
72,-40.515179,-40.515179,39.856194,39.856194,53.512089,53.512089
73,-40.419338,-40.419338,39.762253,39.762253,53.802792,53.802792
74,-40.334618,-40.334618,39.687454,39.687454,54.073906,54.073906
75,-40.160389,-40.160389,39.722004,39.722004,54.180458,54.180458
76,-39.960529,-39.960529,39.77412,39.77412,54.275509,54.275509
77,-39.779976,-39.779976,39.83379,39.83379,54.303745,54.303745
78,-39.582272,-39.582272,39.898895,39.898895,54.321018,54.321018
79,-39.427544,-39.427544,39.935608,39.935608,54.330814,54.330814
80,-39.327023,-39.327023,39.938755,39.938755,54.351742,54.351742
81,-39.242191,-39.242191,39.929016,39.929016,54.387661,54.387661
82,-39.192059,-39.192059,39.907532,39.907532,54.428528,54.428528
83,-39.148521,-39.148521,39.908363,39.908363,54.465027,54.465027
84,-39.118111,-39.118111,39.960503,39.960503,54.45422,54.45422
85,-39.090984,-39.090984,40.038155,40.038155,54.439114,54.439114
86,-39.099785,-39.099785,40.149857,40.149857,54.368347,54.368347
87,-39.122822,-39.122822,40.27282,40.27282,54.294788,54.294788
88,-39.182892,-39.182892,40.401939,40.401939,54.200745,54.200745
89,-39.261303,-39.261303,40.486176,40.486176,54.142727,54.142727
90,-39.341927,-39.341927,40.640385,40.640385,54.026276,54.026276
91,-39.424679,-39.424679,40.794662,40.794662,53.922962,53.922962
92,-39.474209,-39.474209,41.000801,41.000801,53.75288,53.75288
93,-39.517353,-39.517353,41.215279,41.215279,53.593449,53.593449
94,-39.540672,-39.540672,41.446083,41.446083,53.406441,53.406441
95,-39.545441,-39.545441,41.606934,41.606934,53.296967,53.296967
96,-39.554371,-39.554371,41.805737,41.805737,53.128197,53.128197
97,-39.562454,-39.562454,41.935104,41.935104,53.031796,53.031796
98,-39.585037,-39.585037,42.093361,42.093361,52.893475,52.893475
99,-39.616684,-39.616684,42.261036,42.261036,52.727077,52.727077
100,-39.658478,-39.658478,42.423611,42.423611,52.574497,52.574497
101,-39.694981,-39.694981,42.59375,42.59375,52.409309,52.409309
102,-39.736927,-39.736927,42.754974,42.754974,52.265072,52.265072
103,-39.780762,-39.780762,42.908722,42.908722,52.146351,52.146351
104,-39.812618,-39.812618,43.02956,43.02956,52.070377,52.070377
105,-39.860367,-39.860367,43.168022,43.168022,51.989025,51.989025
106,-39.923077,-39.923077,43.311626,43.311626,51.910675,51.910675
107,-39.978912,-39.978912,43.472366,43.472366,51.787487,51.787487
108,-40.042896,-40.042896,43.633366,43.633366,51.672318,51.672318
109,-40.107052,-40.107052,43.789497,43.789497,51.577827,51.577827
110,-40.161808,-40.161808,43.893078,43.893078,51.541553,51.541553
111,-40.222084,-40.222084,44.017956,44.017956,51.496441,51.496441
